Date,Time,plates
2026-06-01,13:46:37.799792,[]
2026-06-01,13:46:37.833125,[]
2026-06-01,13:46:37.866458,[]
2026-06-01,13:46:37.899791,[]
2026-06-01,13:46:37.933124,[]
2026-06-01,13:46:37.966457,[]
2026-06-01,13:46:37.999790,[]
2026-06-01,13:46:38.033123,[]
2026-06-01,13:46:38.066456,[]
2026-06-01,13:46:38.099789,[]
2026-06-01,13:46:38.133122,[]
2026-06-01,13:46:38.166455,[]
2026-06-01,13:46:38.199788,[]
2026-06-01,13:46:38.233121,[]
2026-06-01,13:46:38.266454,[]
2026-06-01,13:46:38.299787,[]
2026-06-01,13:46:38.333120,[]
2026-06-01,13:46:38.366453,[]
2026-06-01,13:46:38.399786,[]
2026-06-01,13:46:38.433119,[]
2026-06-01,13:46:38.466452,[]
2026-06-01,13:46:38.499785,[]
2026-06-01,13:46:38.533118,[]
2026-06-01,13:46:38.566451,[]
2026-06-01,13:46:38.599784,[]
2026-06-01,13:46:38.633117,[]
2026-06-01,13:46:38.666450,[]
2026-06-01,13:46:38.699783,[]
2026-06-01,13:46:38.733116,[]
2026-06-01,13:46:38.766449,[]
2026-06-01,13:46:38.799782,[]
2026-06-01,13:46:38.833115,[]
2026-06-01,13:46:38.866448,[]
2026-06-01,13:46:38.899781,[]
2026-06-01,13:46:38.933114,[]
2026-06-01,13:46:38.966447,[]
2026-06-01,13:46:38.999780,[]
2026-06-01,13:46:39.033113,[]
2026-06-01,13:46:39.066446,[]
2026-06-01,13:46:39.099779,[]
2026-06-01,13:46:39.133112,[]
2026-06-01,13:46:39.166445,[]
2026-06-01,13:46:39.199778,[]
2026-06-01,13:46:39.233111,[]
2026-06-01,13:46:39.266444,[]
2026-06-01,13:46:39.299777,[]
2026-06-01,13:46:39.333110,[]
2026-06-01,13:46:39.366443,[]
2026-06-01,13:46:39.399776,[]
2026-06-01,13:46:39.433109,[]
2026-06-01,13:46:39.466442,[]
2026-06-01,13:46:39.499775,[]
2026-06-01,13:46:39.533108,[]
2026-06-01,13:46:39.566441,[]
2026-06-01,13:46:39.599774,[]
2026-06-01,13:46:39.633107,[]
2026-06-01,13:46:39.666440,[]
2026-06-01,13:46:39.699773,[]
2026-06-01,13:46:39.733106,[]
2026-06-01,13:46:39.766439,[]
2026-06-01,13:46:39.799772,[]
2026-06-01,13:46:39.833105,[]
2026-06-01,13:46:39.866438,[]
2026-06-01,13:46:39.899771,[]
2026-06-01,13:46:39.933104,[]
2026-06-01,13:46:39.966437,[]
2026-06-01,13:46:39.999770,[]
2026-06-01,13:46:40.033103,[]
2026-06-01,13:46:40.066436,[]
2026-06-01,13:46:40.099769,[]
2026-06-01,13:46:40.133102,[]
2026-06-01,13:46:40.166435,[]
2026-06-01,13:46:40.199768,[]
2026-06-01,13:46:40.233101,[]
2026-06-01,13:46:40.266434,[]
2026-06-01,13:46:40.299767,[]
2026-06-01,13:46:40.333100,[]
2026-06-01,13:46:40.366433,[]
2026-06-01,13:46:40.399766,[]
2026-06-01,13:46:40.433099,[]
2026-06-01,13:46:40.466432,[]
2026-06-01,13:46:40.499765,[]
2026-06-01,13:46:40.533098,[]
2026-06-01,13:46:40.566431,[]
2026-06-01,13:46:40.599764,[]
2026-06-01,13:46:40.633097,[]
2026-06-01,13:46:40.666430,[]
2026-06-01,13:46:40.699763,[]
2026-06-01,13:46:40.733096,[]
2026-06-01,13:46:40.766429,[]
2026-06-01,13:46:40.799762,[]
2026-06-01,13:46:40.833095,[]
2026-06-01,13:46:40.866428,[]
2026-06-01,13:46:40.899761,[]
2026-06-01,13:46:40.933094,[]
2026-06-01,13:46:40.966427,[]
2026-06-01,13:46:40.999760,[]
2026-06-01,13:46:41.033093,[]
2026-06-01,13:46:41.066426,[]
2026-06-01,13:46:41.099759,[]
2026-06-01,13:46:41.133092,[]
2026-06-01,13:46:41.166425,[]
2026-06-01,13:46:41.199758,[]
2026-06-01,13:46:41.233091,[]
2026-06-01,13:46:41.266424,[]
2026-06-01,13:46:41.299757,[]
2026-06-01,13:46:41.333090,[]
2026-06-01,13:46:41.366423,[]
2026-06-01,13:46:41.399756,[]
2026-06-01,13:46:41.433089,[]
